"Important: Please do not insert comments on this sheet. All content is regularly copied from the first sheet, ""1) Phrases for refugees""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G021,FATHER,this is my father,(das ist mein) Vater,هذا أبي,hadha abi,Ky është babai/ baba im,,(...) հայր,hayr,এটা ... আমার বাবা,eta ... amar baba,Ovo je moj otac.,tova e bashta mi / това е баща ми,,(Aquest és) el meu pare,,To je můj otec / táta,Det er min far,این پدرم (بابام) است.,In padaram/babam ast.,(dit is mijn) vader,این پدرمه (بابامه),in pedarameh/babameh,Siya ang aking ama,(Tässä on) isäni.,c'est mon père,Αυτός είναι ο πατέρας μου / Αυτός είναι ο μπαμπάς μου,Aftós íne o patéras mu/Aftós íne o babás mu,Ô az apam,,Questo è mio padre/papà,이분은 나의 아버지,,Ev bavê min e.,ئه وه باوكمه,Tai yra mano tėvas / tėtis,Ова е татко ми (Ova e tatko mi),,Dette er faren min,دا زما پلار دی   , da zma plaar dai,To mój ojciec / tata.,Este é o meu pai,Este tata,Это мой отец / папа,,"To je môj otec
",(to je moj) oče,aabbe,Este es mi padre / papá ,,Detta är min pappa / far ,இந்த என் தந்தை,Inta eṉ tantai,ኣቦይ,aboy,Bu benim babam,یہ میرے باپ/ والد/ ابو ہیں,"Yeh meray baap/waalid/abbo hein
",
G022,MOTHER,this is my mother ,(das ist meine) Mutter,هذه أمي,hathihi ummi   / Hai Mama,Kjo është nëna/mamaja ime,,(...) մայր,,এটা ... আমার মা,eta ... amar maa,Ovo je moja majka.,tova e maika mi / това е майка ми,,(Aquesta és) la meva mare,,To je moje matka / máma,Det er min mor,این مادرم است.,In maadaram ast.,(dit is mijn) moeder.,این مادرمه(مامانمه),in madarameh/ mamanameh,Siya ang aking ina,(Tässä on) äitini.,c'est ma mère,Αυτή είναι η μητέρα μου / η μαμά μου,Aftí íne i mitéra mu/ Aftí íne i mama mu,Ô az anyám,,Questa è mia madre/mamma,이분은 나의 어머님입니다,,Ev diya min e.,ئه وه دايكمه,Tai yra mano motina / mama,Ова е мајка ми (Ova e majka mi),,Dette er moren min,دا زما مور ده    ,da zma mor da,To moja mama.,Esta é a minha mãe,Este mama,Это моя мама,,"To je moja matka
",(to je moja) mama,hooyo,Esta es mi madre / mamá ,,Detta är min mamma / mor ,இவர் என் அம்மா,Ivar eṉ am'mā,ኣደ,ad-de,Bu benim annem,یہ میری والدہ/ امّی ہیں۔,"Yeh meri waalida/ammi hein
",
G023,SUFFER_HUNGER,I’m hungry.,Ich habe Hunger.,انا جائع,ana jaw‘an,Kam uri,,mayr,anoti em,আমার খিদে লেগেছে / আমি ক্ষুধার্ত / আমি কিছু খেতে চাই,amar khide legechhe / ami khudharto / ami kichhu khete chai,Gladan sam. (m) / Gladna sam. (f),gladen sam / гладен съм,,Tinc gana - Tinc fam,,Mám hlad / Jsem hladový,Jeg er sulten,گشنه هستم,goshna hastum,Ik heb honger.,گشنه ام,goshne am,Nagugutom ako,Minulla on nälkä.,J'ai faim.,Πεινάω,Pináo,Éhes vagyok,Ég er svangur.(m)  Ég er svöng. (f),Ho fame,배 고파요,,Ez birçî me,برسیمه‌,Aš alkanas,Гладен сум (Gladen sum (m)) / Гладна сум (Gladna sum (f)),,Jeg sulten,زه وږی يم ,za wagai yam,Jestem głodny.(m) / Jestem głodna (f),Estou com fome,Îmi este foame,Я голоден / голодна,,"Som hladný
",Lačen sem (m)  Lačna sem (f),Waan gaajeysanahav.,Tengo hambre,,Jag är hungrig,எனக்கு பசிக்கிறது .,Eṉakku pacikkiṟatu.,ጥሜት ኣለኒ።,Temayat aleni.,Açım,"مجھے بھوک لگی ہے
",Mujhey bhook lagi hai,
G024,CHILD_HUNGRY,(My child) is hungry,(mein Kind) hat Hunger,طفلي جائع,tifli jaw‘an,(Fëmija im) ka uri,,,zavags anoti e ,আমার বাচ্চাটার খিদে পেয়েছে,amar bachchatar khide legechhe,Moje dijete / dete je gladno.,moeto dete e gladno / моето дете е гладно,,(El meu fill) té gana - (el meu fill) té fam,,Moje dítě má hlad. / Moje dítě je hladové,Mit barn er sulten,بچه ام گشنه است,bacha-am goshna ast,(Mijn kind) heeft honger.,بچّه ام گرسنه است,bacham gorosneh ast,Gutom ang anak ko/Nagugutom na ang anak ko,(Lapsellani) on nälkä.,Mon enfant a faim,(Το παιδί μου) πεινάει,(To pedí mu) pinái,A gyerekem éhes,,[mio figlio/mia figlia] ha fame,제 아기가 베고파요,,(Zarokê min) birçî ye,منداله که م برسیه تی,(Mano vaikas) alkanas,Моето дете е гладно (Moeto dete e gladno),,Mitt barn er sulten,"(زما بچه) وږی دی 
",zma bacha wagai dai,Moje dziecko jest głodne.,O meu filho/ A minha filha tem fome,Copilul meu este flămând.,Мой ребенок голоден,,"Moje dieťa je hladné
",(moj otrok) je lačen,Cunugeyga wuu Bahan Yahay ,Mi hijo/hija tiene hambre,,Mitt barn är hungrigt,என் குழந்தை ) பசி,Eṉ kuḻantai) paci,ጋለይ ጠምያ ኣላ።,geley tmeya ala,Çocuğum aç,"میری بچّی بھوکی ہے۔

 
میرا بچّا بھوکا ہے۔","Meri bachchi bhooki hai


Mera bachcha bhooka hai",
G028,SUFFER_THIRST,I’m thirsty,Ich habe Durst.,أريد أن أشرب,ash'ur bi'l-'atsh  / Atschaan,Jam i etur.,,,dzarav em ,আমার পিপাসা লেগেছে / আমি পানি খাব,amar pipasha legechhe / ami pani khabo,Žedan sam. (m) / Žedna sam. (f),Zhaden sam / жаден съм,,Tinc set,,Mám žízeň,Jeg er tørstig,تشنه هستم,Toshna astam.,Ik heb dorst.,تشنمه,teshnameh,Nauuhaw ako,Minulla on jano.,j'ai soif.,Διψάω.,Dipsáo,Szomjas vagyok,Ég er þyrstur. (m)  ég er þyrst. (f),Ho sete,목말라요,,Ez tî me,تینوومه,Aš ištroškęs,Жеден сум (Zheden sum (m))/ Жедна сум (Zhedna sum (f)),,Jeg er tørst,زه تږی يم   ,za tegai yam,Chce mi się pić,Tenho sede,Îmi este sete.,Я хочу пить,,"Som smädný
",Žejen sem (m) Žejna sem (f),Waan harraadsanahay.,Tengo sed,,Jag är törstig ,எனக்கு தாகமாக உள்ளது,Eṉakku tākamāka uḷḷatu,ማይ ጸሚኤ,may tsemie,Susadım,"مجھے پیاس لگی ہے۔
","Mujhey pyaas lagi hai
",
G029,WATER,water,Wasser,ماء,Ma'a,ujë,,ջուր,jur,পানি,pani,voda,voda / вода,,Aigua,,voda,Vand,آب ,aab,(het) water,آب ,aab,tubig,vesi,l'eau,Νερό,Neró,víz,,Acqua,물,,av,ئاو,Vanduo,Вода (voda),,Vann,اوبه,Wobah,woda,água,apă,вода,,voda,voda,biyo,Agua,,Vatten ,நீர்,Nir,ማይ,May,su,پانی,Paani,
G030,AVAILABLE_Q,Do you have...,Haben Sie...,هل عندك؟,indak...?,A keni...?,,,,আপনার কাছে কি ... আছে?,apnar kachhe ki .... achhe?,Imate li...,imate li? / имате ли...,,Tens...?,,Máte?,Har du...,... دارید؟,... daared?,Heeft u...,....دارین؟,...daarin?,May... ka ba?,Onko teillä...?,Avez-vous...?,Μήπως έχετε …;,Mípos éhete…?,Van önnek...,,Hai… ? / Avete…?,....있으세요?,,...te heye?,...... هه ته ؟ ,Ar turite...,Имате ли...? (Imate li...?),,Har du...,... لرې؟     ,? laré ۔۔۔,Czy masz?,Tem...?,Aveți...?,У вас есть…?,,Máte?,Imate...,miyaad haysataa ___ ?,¿Tiene…?,,Har du…,நீங்கள்...,Nīṅkaḷ...,ኣለኪ ዶ ...፧,aleki do ...?,... var mı?,"کیا آپ کے پاس ۔۔۔۔ ہے؟
","Kya aap ke paas .... hai?
",
G031,LOCATION_Q,Where is..?,Wo ist...,این ...؟,ayn? fayn?        / ouin,Ku është…,,,, ..... কোথায়?,... kōthāẏ?,Gdje / gde je...?,kade e? / къде е?,,On és...?,,Kde,Hvor er..,...کجاست؟,...kojaast?,Waar is ...,...کجاست؟,...kojaast?,Saan ang...?,Missä on...?,Où est…,Πού είναι...;,Pu íne...?,Hol van...,,Dov'è...,...어디에 있어요?,,...li kuderê ye?,.........له کوییه?,Kur yra...?,Каде е (Kade e),,Hvor er,... چېرته دی؟       ,cherta dai...?,Gdzie jest ...?,Onde está…? ,Unde este...?,Где…?,,Kde,Kje je...?,Waa Halkee,¿Dónde está…?,,Var är..,எங்கே ..?,Eṅkē..?,…ኣበይ እዩ፧,… abey ey-yu?,... nerede?,۔۔۔۔ کہاں ہے؟,"""xxx kahan hai?""",
G032,TOILET_LOCATION_Q,"Where is the toilet? / 
Where is the bathroom?",Wo ist die Toilette?  ,أين الحمام؟,ayna 'l-hammam,Ku është tualeti/ Ku është banjoja?,,,,বাথরুম কোনদিকে? / টয়লেট কোথায়? ,bathroom kondike? / Ṭaẏlēṭ kōthāẏ?,"Gdje / gde je WC (zahod, toalet)?",kade e toaletnata / къде е тоалетната,,On és el lavabo? ,,"Kde je toaleta (záchod), prosím?",Hvor er toilettet henne?, تشناب کجاست؟,Tashnaab kojast?,Waar is de WC?,توالت ​​(دستشویی) کجاست؟,"toilet/
dastshooee kojaast?",Nasaan ang banyo / CR?,Missä on vessa? / Missä on kylpyhuone?,Où sont les toilettes? /Où est la salle de bain?,Πού είναι η τουαλέτα/το μπάνιο;,Pu íne i tualéta/ to bánio?,Hol van a WC / fürdőszoba?,,Dov’è il bagno?,화장실은 어디에 있어요?,,Tûwalet/ serşok li ku derê ye?,توالیت له کوییه؟,Kur yra tualetas?,Каде е тоалетот? (Kade e toaletot?),,Hvor er toalettet?,تشناب / غسل خانه چېرته دی؟   ,tashnab/ghusl khana cherta dai?,Gdzie jest toaleta?,Onde fica a casa de banho?,Unde este toaleta/baia?,Где туалет?,,"Kde je toaleta (záchod), prosím?
",Kje je wc / kopalnica?,Musqusha Ama Suuliga  Waa Halkee ,¿Dónde está el baño?,,Var finns toaletten/badrummet?,"கழிவறை எங்கே?""/எங்கே குளியலறை உள்ளது ? ""","Kaḻivaṟai eṅkē?""/Eṅkē kuḷiyalaṟai uḷḷatu?",ዓይኒ ምድሪ ኣበይ እዩ፧ / ዓይኒ ምድሪ ባኞ፧,abey ey-yu ani midri? / abey ey-yu banjo?,Tuvalet nerede?,"غسل خانہ کدھر ہے؟
",Ghusulkhana kidhar hai?,
G033,NEED_SHOWER,I need to take a shower,Ich brauche eine Dusche,أنا بحاجة للاستحمام,Bihaja ana athamam,Kam nevojë të bëj një dush,,,,আমাকে গোসল করতে হবে,amake gosol korte hobe,Moram se otuširati. / Moram da se istuširam.,Triabva da se izkupya / трябва да се изкъпя,,Necessito dutxar-me,,Potřebuji se osprchovat.,Jeg har brug for et brusebad,باید شاور/ حمام بگیرم,baaya shawar/hamaam begiram,Ik moet/wil douchen.,به حمّام نیاز (احتیاج) دارم,be hammam niaz daram,Kailangan ko maligo,Minun täytyy käydä suihkussa.,J'ai besoin de prendre une douche.,Πρέπει να κάνω ντους,Prépi na káno duz,Zuhanyozni szeretnék,,Ho bisogno di fare una doccia,저는 샤워를 필요합니다.,,Divê ez serê xwe bişom,پیویسته حه مامیک بکه م - پیویسته خۆم بشۆم,Man reikia nusiprausti,Мора да се истуширам (Mora da se istushiram),,Jeg må dusje,زه غواړم غسل وکړم      ,za ghwarram ghusl u-krram,potrzebuje wziąć przysznic,Preciso de tomar banho,Aș vrea să fac un duș,Мне нужно принять душ,,"Potrebujem sa osprchovať. 
",Rad bi se stuširal (m) Rada bi se stuširala (f),Qubees Ayaan Raba ,Necesito ducharme,,Jag måste ta en dusch ,நான் எங்கே மழை எடுக்க?,Nāṉ eṅkē maḻai eṭukka?,ነብሰይ ክሕፀብ ደልየ,Ane nebsey k'hetseb delye,yıkanmam lazım,"مجھے نہانے کی ضرورت ہے۔
",Mujhey nahaney ki zaroorat hai.,
G034,SHOWER_LOCATION_Q,Where can I take a shower?,Wo kann ich duschen?,اين باستطاعتي الاستحمام؟,Ayna Bi Istitaa'ati elta7amom   / ouin Alhammam,Ku mund të bëj një dush?,,,,কোথায় গোসল করতে পারি?,ami kothay goshol korte pari? ,Gdje se mogu otuširati? / Gde mogu da se istuširam?,Kude moga da se izkupya? / Къде мога да се изкъпя?,,On em puc dutxar?,,Kde se mohu osprchovat?,Hvor kan jeg tage et bad?,در کجا شاور/ حمام بگیرم؟,dar koja shawar/hamaam begiram?,Waar kan ik douchen?,کجا می تونم دوش بگیرم، حمّام کنم؟,koja mitoonam doosh begiram?,Saan ako pwedeng maligo?,"Missä voin
käydä suihkussa?",Où puis-je prendre une douche? ,Πού μπορώ να κάνω ντους;,Pu boró na káno duz?,Hol lehet zuhanyozni?,,Dove posso fare una doccia?,샤워를 어디에 할 수 있을까요?,,Li ku derê ez dikarim serê xwe bişom?,له کوی ده توانم خۆم بشۆم ,Kur aš galėčiau nusiprausti?,Каде може да се истуширам? (Kade mozhe da se istushiram?),,Hvor kan jeg dusje?,چیرته کولای شم غسل وکړم؟    ,cherta kawalay sham ghusl u-krram?,gdzie mogę wziąć przysznic?,Onde posso tomar um banho?,Unde pot să fac un duș?,Где я могу принять душ?,,"Kde sa môžem osprchovať?
",Kje se lahko stuširam?,Halkee Qubees ku qaataa ,¿Dónde puedo ducharme?,,Var kan jag duscha ,சுகாதார திண்டு/துண்டு,Cukātāra tiṇṭu/Tuṇṭu,ነብሰይ አበይ ክሕፀብ እክእል፧,Nebsey Abey kihtseb EkiEl,nerede yıkanabilirim?,میں کہاں نہا سکتی/ سکتا ہوں؟,"Mei kahan naha sakti/sakta (weiblich/maennlich, m/f) hoo?",
G035,SANITARYPAD,sanitary pad / towel,(die) Damenbinde,فوطة صحية,Fouta Sohiya,Peceta higjenike/lines,,սանիտարական անձեռոցիկ,sanitarakan andzerrots’ik,স্যানিটারি প্যাড  ,sanitary pad,higijenski ulošci,damski prevrazki / дамски превръзки,,(una) compresa,,hygienické vložky,Bind,نوار بهداشتی / کوتکس,nawaar behdaashti / kotex,(het) maandverband,نوار بهداشتی,navaar e behdashti,Napkin,terveysside,(la) serviette hygiénique,Σερβιέτα,Serviéta,Intim betét,,Assorbente,생리대,,Ped,سانتی                 ,Rankšluostis,(Хигиенска) влошка ((Higienska) vloshka),,Bind,توکري      ,tukri,podpaska,Penso higiénico,tampon/ absorbant,(гигиениченые) прокладки,,"hygienické vložky
",Damski vložki,,Toalla sanitaria,,Binda ,டயபர்/துணியை,Ṭayapar/Tuṇiyai,ጽግያት,tsgyat,ped,سینیٹری پیڈ / تولیہ / کپڑے,Sanitary pad /toliya / kapray,
G036,DIAPER,diaper / nappy,(die) Windel,حفاظة اطفال,"hafaada, bambers",Pampers/pelena,,խանձարուր,khandzarur,ডাইপার,daipar,pelena,pelena / пелена,,(un) bolquer,,plenka / gatě,Ble,پوشک,pooshak,(de) luier,پوشک,pooshak,"""diaper"" (pronounced as in English)",vaippa,(la) couche / (la) couche-culotte,Πάνα,Pána,Pelenka,,Pannolino (per bambini),기저귀,,Cilik,دايبي ,Sauskelnės / Vystyklas,"Пелена (Pelena)
",,Bleie,اوړني,Woranay,pielucha/ Pampers,Fralda,Pampers/scutec,Пеленка / Подгузник,,"plienka
",Plenice,xafaayad / naabiga,Pañal,,Blöja ,நான் ஒரு போன் செய்ய வேண்டும்,Nāṉ oru pōṉ ceyya vēṇṭum,መድረዝ ኣፍ,medrez af,Bebek bezi,لنگوٹ / ڈایپر,"Langot / Diaper
",
G037,NEED_MAKE_PHONECALL,I need to make a phone call,Ich muss  telefonieren,أنا بحاجة لاجراء مكالمة,Bihaja ijra'a moukalama,Më duhet të bëj një telefonatë,,,,আমাকে একটা ফোন করতে হবে,amake ekta fon korte hobe,Moram telefonirati. / Moram da telefoniram.,Tryabva da se obadya / Трябва да се обадя,,Necessito fer una trucada,,Potřebuji si zatelefonovat / Potřebuji si zavolat,Jeg skal ringe,باید تلفون کنم (زنگ بزنم),baayad telefun konam/zang bezanam,Ik moet telefoneren.,باید تلفن کنم (زنگ بزنم),bayad telefon konam/zang bezanam,Kailangan kong tumawag,Minun täytyy soittaa puhelu.,je dois téléphoner.,Πρέπει να τηλεφωνήσω / Πρέπει να κάνω ένα τηλεφώνημα,Prépi na tilefoníso / Prépi na káno éna tilefónima,Szeretnék telefonalni,,Ho bisogno di fare una telefonata,통화를 해야 합니다.,,Divê ez telefon bikim,پیویسته ته له فونیک بکه م,Man reikia paskambinti,Мора да телефонирам (Mora da telefoniram),,Jeg må ringe,زه غواړم تیلفون وکړم.     ,za ghwarram telefon u-krram,muszę zadzwonić,Preciso de fazer uma chamada / Preciso fazer um telefonema / Preciso telefonar,Trebuie să telefonez,Мне нужно позвонить,,"Potrebujem si zatelefonovať / Potrebujem si zavolať
",Telefonirati moram,Talefon in aan wacdo aan rabaa ,Necesito hacer una llamada telefónica ,,Jag måste ringa ,பிரார்த்தனை செய்ய,Pirārttaṉai ceyya,ተለፎን ክድዉል ደልየ,Telephone kidiwil delye,telefon etmem lazım,مجھے فون کرنا ہے۔,Mujhey phone karna hai,
G038,PRAY_LOCATION_Q,Where can I pray?,Wo kann ich beten?,اين بامكاني ان اصلي؟, ayna bi 'imkani an 'usalli,Ku mund të lutem/ falem?,,,,আমি কোথায় নামাজ পড়তে পারি? / আমি কোথায় প্রার্থনা করতে পারি?,ami kothay namaj porte pari?,Gdје se mogu pomoliti? / Gde mogu da se pomolim?   /  Gdje mogu klanjati? Gde mogu da klanjam? (for muslims),Kude moga da se pomolya? / Къде мога да се помоля?,,On puc resar?,,Kde se mohu pomodlit?,Hvor kan jeg bede?,کجا نماز خوانده می توانم؟,Kojaa namaaz khaandah metaanam?,Waar kan ik bidden?,"
کجا می تونم نماز بخونم؟",koja mitoonam namaaz bekhunam?,Saan ako p(u)wedeng magdasal?,Missä voin rukoilla?,où puis-je prier?,Πού μπορώ να προσευχηθώ;,Pu boró na prosefhithó,Hol lehet imádkozni,,Dove posso pregare?,기도를 어디에 할 수 있을까요?,,Li ku derê ez dikarim nimêj bikim, له کوی ده توانم نویز بکه م؟,Kur aš galiu melstis?,Каде може да се молам? (Kade mozhe da se molam?),,Hvor kan jeg be?,چیرته کولای شم لمونځ وکړم؟     ,cherta kawalay sham lmundz u-krram?,gdzie mogę się pomodlić?,Onde posso rezar?,Unde pot să mă rog?,Где я могу помолиться?,,Kde sa môžem pomodliť? ,Kje lahko molim?,Halkeen Ku Dugta Salada ,¿Dónde puedo rezar?,,Var kan jag be? ,நான் எங்கே buy_____ முடியும்?,Nāṉ eṅkē buy_____ muṭiyum?,አበይ ክጽልይ እክእል፧,Abey Kitsili EkiEl,nerede namaz kılabilirim?,میں کہاں نماز پڑھ سکتی/سکتا ہوں؟,"Mei kahan namaz parh sakti/sakta (weiblich/maennlich, m/f) hoo?",
G039,PURCHASE_X_LOCATION_Q,Where can I buy_____?,Wo kann ich _____ kaufen?,"من اين استطيع ان اشتري,,؟",Ayna youmkinouni elshira'a?,Ku mund të blej ____?,,,,...কোথায় কিনতে পাওয়া যায়?,.... kothay kinte pawa jay ,Gdje mogu kupiti...? / Gde mogu da kupim...?,Kude moga da kupia...? / Къде мога да купя...?,,On puc comprar...?,,Kde koupím...?,Hvor kan jeg købe___,ــــــــ از کجا بخرم؟,_____ az koja bekharam?,Waar kan ik _____ kopen?,کجا میتونم ..... بخرم؟,Koja mitoonam _____ bekharam?,Saan ako p(u)wedeng bumili ng...?,Mistä voin ostaa...?,où puis-je acheter...?,Πού μπορώ να αγοράσω ... ;,Pu boró na agoráso...?,Hol vásárolhatok _____?,,Dove posso comprare _______ ?,....어디에 살 수 있을까요?,,Ez dikarim li ku derê ...bistînim?,له کوی ده توانم ......بکرم؟,Kur aš galiu nusipirkti ___?,Каде можам да купам___? (Kade mozham da kupam____?),,Hvor kan jeg kjøpe ___,چیرته ... پیرودلی/اخیستلی شم؟,Cherta Perodelay/Akhestele shom?,Gdzie moge kupić______?,Onde posso comprar...?,De unde pot cumpăra...?,Где мне можно купить_______?,,Kde kúpim... ?,Kje lahko kupim...?,Halkeen Ka Dhiibaa,¿Dónde puedo comprar____?,,Var kan jag köpa ___ ,நான் எங்கே find____ முடியும்?,Nāṉ eṅkē find____ muṭiyum?,___ አበይ ክዕድግ እክእል፧,___ abey kiEdig EkiEl?,_____ nereden satın alabilirim?,میں کہاں ۔۔۔۔ خرید سکتی/سکتا ہوں؟,Mei ... kahan kharid sakti/sakta (f/m) hoo?,
G040,LOCATION_X_Q,Where can I find____?,Wo kann ich _____ finden?,اين اجد.....,wain bla'ei...?,Ku mund të gjej ___?,,,, ....কোথায় পাব?,... kothay pabo?,Gdje mogu naći...? / Gde mogu da nađem...?,Kude moga da nameria...? / Къде мога да намеря...?,,On puc trobar...?,,Kde najdu...?,Hvor kan jeg finde___,ــــــــ کجا پیدا کنم؟,_____ koja payda konam?,Waar kan ik _____ vinden?,"کجا میتونم .....پیدا کنم؟ 

",koja mitoonam ....peyda konam?,Saan ako p(u)wedeng makahanap ng...?,Mistä löydän...?,où puis-je trouver...?,Πού μπορώ να βρω ... ;,Pu boró na vro...?,Hol találok….?,,Dove posso trovare _____?,.....어디에 찾을 수 있을까요?,,Ez dikarim li ku derê...bibînim?,له کوی ......بدۆزمه وه؟,Kur aš galiu rasti ___?,Каде можам да најдам_____? (Kade mozham da najdam_____?,,Hvor kan jeg finne ___?,چیرته ... موندلای/پیدا کولای شم؟,Cherta Mondele/ paida Kawole Shom?,Gdzie moge znaleźć_____?,Onde posso encontrar...?,Unde pot găsi...?,Где я могу найдти____?,,Kde nájdem...? ,Kje lahko najdem...?,Halkeen Ka Helaa ,¿Dónde puedo encontrar___?,,Var kan jag hitta ___? ,இது என்ன காலம் ?,Itu eṉṉa kālam?,___ አበይ ክረክብ እክእል፧,___ Abey Kirekib EkiEl,_____ nerede bulabilirim?,۔۔۔۔۔ کہاں ملےگا / ملےگی؟,xxx kahan milega/milegi?,
G041,TIME_CLOCK_Q,What time is it?,Wie spät ist es?,كم الساعة؟,kam al-sa'ah,Sa është ora?,,,,ক'টা বাজে?,kota baje,Koliko je sati?,Kolko e chasut? / Колко е часът?,,Quina hora és?,,Kolik je hodin?,Hvad er klokken?,چند بجه است؟,Chand bajaa ast?,Hoe laat is het?,ساعت چنده؟,Sa’at chande?,Anong oras na?,Mitä kello on?,Quelle heure est-il?,Τι ώρα είναι;,Ti óra íne?,Mennyi az idő?,,Che ore sono?,몇시에요?,,Saet çend e?,سه عات چه نده ؟,Kiek dabar valandų?,Колку е часот? (Kolku e chasot?),,Hva er klokken?,څو بجې دي؟,Soo Baje Dai?,Która godzina?,Que horas são?,Cât e ceasul?,Cколько времени?/Который час?,,Koľko je hodín?,Koliko je ura?,Waa Meeqa Saac ,¿Qué hora es?,,Vad är klockan? ,தூங்க,Tūṅka,ሰዓተ ክንደይ ኢዩ፧,Se'At Kindey eyu?,saat kaç,کتنا بجا ہے؟,Kitna baja hai?,
G042,NEED_SLEEP,I (we) need to sleep,Ich muss schlafen ,انا\نحن بحاجة للنوم,Ana/ Nahnu bihaja lilnawm,Më duhet të flë/ Na duhet të flemë,,,,আমাকে ঘুমাতে হবে,amake ghumate hobe,"Moram(o) spavati. (sg/pl) / Moramo da spavamo.

",Tryabva da spya / Трябва да спя,,Necessito dormir,,Musím jít spát / Potřebuji se vyspat,Jeg/Vi skal sove,باید خواب کنم / کنیم.,Baayad khaaw konam/konim.,Ik moet slapen / Wij moeten slapen.,نیازبه خوابیدن دارم،داریم,niaaz be khabidan daram/darim,Kailangan kong/nating matulog,"Minun täytyy nukkua /
Meidän täytyy nukkua.",J'ai besoin de dormir. / Nous avons besoin de dormir.,Πρέπει να κοιμηθώ / πρέπει να κοιμηθούμε [pl],Prépi na kimithó/Prépi na kimithúme [pl],Aludni szeretnénk,,Ho / Abbiamo bisogno di dormire,"저, (우리) 자는 것을 필요합니다",,Divê ez razim,"من, ئيمه, پیویسته بنووین",Man (mums) reikia miego,Мора да спијам (спиеме) (Mora da spijam (spieme)),,Jeg må sove/Vi må sove,مونږ باید بیده شو   ,mung bayad bida shu,Chce mi się spać.,Preciso de dormir,Aș vrea să dorm,Мне / Нам нужно спать,,Musím ísť spať. / Potrebujem sa vyspať. ,Spati moram / Moramo spati,Waxan Raba In aan Seexdo,Necesito (necesitamos) dormir / Tengo sueño,,Jag måste sova / Vi måste sova ,சுரங்கப்பாதை / நிலத்தடி உள்ளது?,Curaṅkappātai/ nilattaṭi uḷḷatu?,ክድቅስ (ክንድቅስ)ደልየ (ደሊና)፧,Kidiqis (kindiqis) delye (Delina),Uykum(uz) var,مجھے(ہمیں) سونا ہے,Mujhey (humey) sona hai,
G043,SUBWAY_LOCATION_Q,Where is the subway/underground?,Wo ist die U-Bahn?,اين المترو,Ayn almetro?     / ouin Almahatta,Ku është metroja?,,,,উ-বা'ন কোনদিকে?,U-Bahn kondike?,Gdje je podzemna željeznica? / Gde je metro?,kade e metroto / къде е метрото,,On és el metro?,,Kde je metro?,Hvor er Metroen?,مترو کجاست؟,metro kojaast?,"Waar is de metro?
",مترو کجاست؟,metro kojaast?,Nasaan ang metro/subway?,Missä on metro?,Où est le métro?,Πού είναι το μετρό;,Pu íne to metro?,Hol van a metró?,,Dov’è la metro(politana)?,지하철은 어디에 있어요?,,Metro li kû ye?,ميترۆ  له کوییه؟,Kur yra metro?,Каде е метрото? (Kade e metroto?),,Hvor er t-banen,د اورګاډي ایستګاه چیرته ده؟  ,da orgaaddi istgah cherta da?,Gdzie jest metro?,Onde fica o metro?,Unde este metroul?,Где метро?,,Kde je metro?,Kje je metro?,,¿Dónde está el metro / ubahn?,,Var är tunnelbanan,நான் எந்த பணம் இல்லை.,Nāṉ enta paṇam illai.,መደበር ናይ ባቡር ጋለሪያ ኣበይ አዩ፧,Medeber nay babur gelerya abey eyu,Metro nerede?,مٹرو/سب وے/او۔بان کہاں ہے؟,"Metro/subway/U-bahn kahan hai?
",
G044,NO_MONEY,I don’t have any money.,Ich habe kein Geld.,لا أملك نقوداً,laysa maay maal. La amliq nakuda  / Ma endi Massari,Nuk kam asnjë para,,,,আমার কাছে কোনো টাকা নেই,amar kachhe kono taka nei,Nemam novaca.,niamam pari / нямам пари,,No tinc diners,,Nemám žádné peníze,Jeg har ingen penge,پیسه ندارم.,paysah nadaaram.,Ik heb geen geld.,پول ندارم,pool nadaram,Wala akong pera,Minulla ei ole yhtään rahaa.,Je n'ai pas d'argent.,Δεν έχω χρήματα,Den ého hrímata,Nincs pénzem,,"Non ho
soldi / denaro",저는 돈은 하나도 없어요.,,Perê min tune ye.,هیچ پاره م پی نیه,Aš neturiu pinigų,Немам пари (Nemam pari),,Jeg har ikke penger,ما سره پيسې نشته   ,ma-sara payse nishta,Nie mam pieniędzy.,Não tenho dinheiro,Nu am bani,У меня нет денег,,Nemám žiadne peniaze,Nimam nič denarja.,Lacag Ma haysto,No tengo dinero,,Jag har inga pengar ,நீ பேசுவாயா...,Nī pēcuvāyā...,ገንዘብ የብለይን,Genzeb yebileyn,(Hiç) param yok,میرے پاس پیسے نہیں ہیں۔,"Mere paas paisey nahi hein.
",
